n_samples,Theta_hat,Boot_Mean,CI_Low,CI_High,CI_Mean
25.0,0.604,0.5329314661387995,0.5,0.938095238095238,0.7190476190476189
50.0,0.6935,0.5807633044634537,0.6025847518494577,0.9212454212454212,0.7619150865474394
75.0,0.72527654948244,0.5932035633146323,0.6945706914344685,0.8486570564984888,0.7716138739664786
100.0,0.7501205711477474,0.6036158523341202,0.761453052694432,0.813564238230905,0.7875086454626685
150.0,0.7710671612937623,0.6108097212416774,0.8082917683033244,0.8223779383782647,0.8153348533407945
200.0,0.8219651141131707,0.6248587213593889,0.7978654817752562,0.7978654817752562,0.7978654817752562
250.0,0.8378308192267478,0.6420232679287192,0.7963361448116087,0.7963361448116087,0.7963361448116087
338.0,0.8660060479988066,0.6596539544918536,0.7815621557133976,0.7815621557133976,0.7815621557133976
